"ID";"Fecha";"Comuna";"Genero.Victima";"Edad";"si.no";"Genero.Agresor";"Comuna.1";"Tipo";"Nombre_Genero_Victima_Texto";"Nombre_Genero_Agresor_Texto";"Nombre_Comuna";"Nombre_Violencia"
558;"02-03-2022 14:33";13121;0;38;0;NA;"Pedro Aguirre Cerda";50;"Hombre";NA;"Pedro Aguirre Cerda";"Falta de politicas o proteccion efectiva frente a la violencia"
559;"02-03-2022 15:30";13116;0;23;0;NA;"Lo Espejo";50;"Hombre";NA;"Lo Espejo";"Falta de politicas o proteccion efectiva frente a la violencia"
560;"02-03-2022 15:32";13123;1;19;1;0;"Providencia";23;"Mujer";"Hombre";"Providencia";"Comentarios sexuales no deseados"
561;"02-03-2022 15:56";13110;0;24;0;NA;"La Florida";50;"Hombre";NA;"La Florida";"Falta de politicas o proteccion efectiva frente a la violencia"
562;"02-03-2022 16:36";13110;1;23;1;0;"La Florida";23;"Mujer";"Hombre";"La Florida";"Comentarios sexuales no deseados"
563;"02-03-2022 16:40";13103;0;33;0;NA;"Cerro Navia";47;"Hombre";NA;"Cerro Navia";"Trato deshumanizante en servicios publicos o de salud"
564;"02-03-2022 18:07";13110;0;22;1;1;"La Florida";13;"Hombre";"Mujer";"La Florida";"Culpar a la victima por el conflicto o por la violencia sufrida"
565;"03-03-2022 12:15";13109;0;23;0;NA;"La Cisterna";50;"Hombre";NA;"La Cisterna";"Falta de politicas o proteccion efectiva frente a la violencia"
566;"03-03-2022 12:27";13127;1;30;1;1;"Recoleta";35;"Mujer";"Mujer";"Recoleta";"Golpes con objetos, punetazos, patadas"
567;"03-03-2022 12:45";13108;1;19;1;0;"Independencia";23;"Mujer";"Hombre";"Independencia";"Comentarios sexuales no deseados"
568;"03-03-2022 13:11";13114;1;27;1;0;"Las Condes";9;"Mujer";"Hombre";"Las Condes";"Descalificacion constante o humillacion verbal"
569;"03-03-2022 13:41";13111;1;28;1;0;"La Granja";9;"Mujer";"Hombre";"La Granja";"Descalificacion constante o humillacion verbal"
570;"03-03-2022 14:21";13105;1;35;1;0;"El Bosque";42;"Mujer";"Hombre";"El Bosque";"Persecucion o acoso persistente (stalking)"
571;"03-03-2022 14:21";13404;1;25;1;0;"Paine";23;"Mujer";"Hombre";"Paine";"Comentarios sexuales no deseados"
572;"03-03-2022 15:58";13102;1;36;1;0;"Cerrillos";42;"Mujer";"Hombre";"Cerrillos";"Persecucion o acoso persistente (stalking)"
573;"04-03-2022 12:18";13115;0;28;0;NA;"Lo Barnechea";50;"Hombre";NA;"Lo Barnechea";"Falta de politicas o proteccion efectiva frente a la violencia"
574;"04-03-2022 12:20";13128;1;19;1;1;"Renca";26;"Mujer";"Mujer";"Renca";"Presion o chantaje para relaciones sexuales"
575;"04-03-2022 16:36";13124;1;20;1;1;"Pudahuel";36;"Mujer";"Mujer";"Pudahuel";"Lesiones fisicas moderadas o graves"
576;"07-03-2022 11:52";13126;1;27;1;0;"Quinta Normal";15;"Mujer";"Hombre";"Quinta Normal";"Fomento de inseguridades o dependencia emocional"
577;"07-03-2022 14:46";13101;0;35;1;0;"Santiago";35;"Hombre";"Hombre";"Santiago";"Golpes con objetos, punetazos, patadas"
578;"07-03-2022 14:48";13101;0;36;1;0;"Santiago";35;"Hombre";"Hombre";"Santiago";"Golpes con objetos, punetazos, patadas"
579;"07-03-2022 15:04";13114;0;21;0;NA;"Las Condes";50;"Hombre";NA;"Las Condes";"Falta de politicas o proteccion efectiva frente a la violencia"
580;"07-03-2022 15:15";13124;0;36;0;NA;"Pudahuel";50;"Hombre";NA;"Pudahuel";"Falta de politicas o proteccion efectiva frente a la violencia"
581;"08-03-2022 12:49";13116;0;24;0;NA;"Lo Espejo";50;"Hombre";NA;"Lo Espejo";"Falta de politicas o proteccion efectiva frente a la violencia"
582;"08-03-2022 12:50";13601;1;21;0;NA;"Talagante";50;"Mujer";NA;"Talagante";"Falta de politicas o proteccion efectiva frente a la violencia"
583;"08-03-2022 12:53";13303;1;26;1;0;"Tiltil";15;"Mujer";"Hombre";"Tiltil";"Fomento de inseguridades o dependencia emocional"
584;"08-03-2022 12:58";13604;0;31;1;0;"Padre Hurtado";9;"Hombre";"Hombre";"Padre Hurtado";"Descalificacion constante o humillacion verbal"
585;"08-03-2022 13:42";13301;1;23;1;1;"Colina";35;"Mujer";"Mujer";"Colina";"Golpes con objetos, punetazos, patadas"
586;"08-03-2022 13:45";13128;0;25;1;0;"Renca";23;"Hombre";"Hombre";"Renca";"Comentarios sexuales no deseados"
587;"08-03-2022 14:20";13101;0;33;0;NA;"Santiago";50;"Hombre";NA;"Santiago";"Falta de politicas o proteccion efectiva frente a la violencia"
588;"08-03-2022 14:31";13401;1;40;1;0;"San Bernardo";4;"Mujer";"Hombre";"San Bernardo";"Interrupciones o invisibilizacion en espacios publicos o laborales"
589;"08-03-2022 14:32";13101;2;26;1;1;"Santiago";1;"Otro";"Mujer";"Santiago";"Lenguaje discriminatorio (sexista, racista, homofobico, etc.)"
590;"08-03-2022 14:35";13402;1;31;1;0;"Buin";9;"Mujer";"Hombre";"Buin";"Descalificacion constante o humillacion verbal"
591;"08-03-2022 14:56";13401;1;20;1;0;"San Bernardo";10;"Mujer";"Hombre";"San Bernardo";"Manipulacion emocional o gaslighting"
592;"08-03-2022 15:03";13301;1;32;1;0;"Colina";9;"Mujer";"Hombre";"Colina";"Descalificacion constante o humillacion verbal"
593;"08-03-2022 15:15";13113;0;23;1;0;"La Reina";23;"Hombre";"Hombre";"La Reina";"Comentarios sexuales no deseados"
594;"08-03-2022 15:20";13114;1;19;1;0;"Las Condes";23;"Mujer";"Hombre";"Las Condes";"Comentarios sexuales no deseados"
595;"08-03-2022 15:39";13201;1;27;1;1;"Puente Alto";35;"Mujer";"Mujer";"Puente Alto";"Golpes con objetos, punetazos, patadas"
596;"08-03-2022 16:20";13302;0;29;0;NA;"Lampa";50;"Hombre";NA;"Lampa";"Falta de politicas o proteccion efectiva frente a la violencia"
597;"09-03-2022 10:58";13201;0;21;1;0;"Puente Alto";9;"Hombre";"Hombre";"Puente Alto";"Descalificacion constante o humillacion verbal"
598;"09-03-2022 12:15";13605;1;24;0;NA;"Penaflor";50;"Mujer";NA;"Penaflor";"Falta de politicas o proteccion efectiva frente a la violencia"
599;"09-03-2022 13:17";13404;0;19;0;NA;"Paine";50;"Hombre";NA;"Paine";"Falta de politicas o proteccion efectiva frente a la violencia"
600;"09-03-2022 13:57";13113;1;39;1;0;"La Reina";4;"Mujer";"Hombre";"La Reina";"Interrupciones o invisibilizacion en espacios publicos o laborales"
601;"09-03-2022 14:02";13118;1;29;1;0;"Macul";9;"Mujer";"Hombre";"Macul";"Descalificacion constante o humillacion verbal"
602;"09-03-2022 14:10";13504;0;24;0;NA;"Maria Pinto";50;"Hombre";NA;"Maria Pinto";"Falta de politicas o proteccion efectiva frente a la violencia"
603;"09-03-2022 14:12";13110;0;32;0;NA;"La Florida";50;"Hombre";NA;"La Florida";"Falta de politicas o proteccion efectiva frente a la violencia"
604;"09-03-2022 14:41";13130;0;29;0;NA;"San Miguel";50;"Hombre";NA;"San Miguel";"Falta de politicas o proteccion efectiva frente a la violencia"
605;"09-03-2022 14:41";13128;1;29;0;NA;"Renca";50;"Mujer";NA;"Renca";"Falta de politicas o proteccion efectiva frente a la violencia"
606;"09-03-2022 15:04";13113;1;23;0;NA;"La Reina";50;"Mujer";NA;"La Reina";"Falta de politicas o proteccion efectiva frente a la violencia"
607;"09-03-2022 15:16";13121;0;23;0;NA;"Pedro Aguirre Cerda";50;"Hombre";NA;"Pedro Aguirre Cerda";"Falta de politicas o proteccion efectiva frente a la violencia"
608;"09-03-2022 15:38";13122;1;20;1;1;"Penalolen";28;"Mujer";"Mujer";"Penalolen";"Envio o difusion de imágenes sexuales sin consentimiento"
609;"09-03-2022 16:18";13302;0;21;1;0;"Lampa";9;"Hombre";"Hombre";"Lampa";"Descalificacion constante o humillacion verbal"
610;"09-03-2022 18:13";13605;0;21;1;0;"Penaflor";9;"Hombre";"Hombre";"Penaflor";"Descalificacion constante o humillacion verbal"
611;"10-03-2022 11:14";13201;1;22;1;0;"Puente Alto";23;"Mujer";"Hombre";"Puente Alto";"Comentarios sexuales no deseados"
612;"10-03-2022 12:22";13402;1;35;1;0;"Buin";42;"Mujer";"Hombre";"Buin";"Persecucion o acoso persistente (stalking)"
613;"10-03-2022 12:29";13119;1;32;0;NA;"Maipu";50;"Mujer";NA;"Maipu";"Falta de politicas o proteccion efectiva frente a la violencia"
614;"10-03-2022 12:45";13119;0;33;1;0;"Maipu";33;"Hombre";"Hombre";"Maipu";"Empujones o sacudidas leves"
615;"10-03-2022 13:02";13121;0;35;0;NA;"Pedro Aguirre Cerda";50;"Hombre";NA;"Pedro Aguirre Cerda";"Falta de politicas o proteccion efectiva frente a la violencia"
616;"10-03-2022 14:01";13401;1;21;0;NA;"San Bernardo";50;"Mujer";NA;"San Bernardo";"Falta de politicas o proteccion efectiva frente a la violencia"
617;"10-03-2022 14:14";13128;0;33;0;NA;"Renca";47;"Hombre";NA;"Renca";"Trato deshumanizante en servicios publicos o de salud"
618;"10-03-2022 14:28";13401;1;23;1;0;"San Bernardo";23;"Mujer";"Hombre";"San Bernardo";"Comentarios sexuales no deseados"
619;"10-03-2022 14:32";13127;0;29;1;1;"Recoleta";16;"Hombre";"Mujer";"Recoleta";"Uso de hijos/as u otras personas como chantaje emocional"
620;"10-03-2022 15:11";13119;0;22;0;NA;"Maipu";50;"Hombre";NA;"Maipu";"Falta de politicas o proteccion efectiva frente a la violencia"
621;"10-03-2022 15:25";13110;0;33;1;0;"La Florida";33;"Hombre";"Hombre";"La Florida";"Empujones o sacudidas leves"
622;"10-03-2022 15:26";13106;0;30;1;0;"Estacion Central";9;"Hombre";"Hombre";"Estacion Central";"Descalificacion constante o humillacion verbal"
623;"11-03-2022 12:08";13112;1;32;1;1;"La Pintana";36;"Mujer";"Mujer";"La Pintana";"Lesiones fisicas moderadas o graves"
624;"11-03-2022 14:02";13301;0;27;0;NA;"Colina";50;"Hombre";NA;"Colina";"Falta de politicas o proteccion efectiva frente a la violencia"
625;"12-03-2022 13:13";13101;1;24;1;0;"Santiago";23;"Mujer";"Hombre";"Santiago";"Comentarios sexuales no deseados"
626;"14-03-2022 14:05";13116;0;28;0;NA;"Lo Espejo";50;"Hombre";NA;"Lo Espejo";"Falta de politicas o proteccion efectiva frente a la violencia"
627;"14-03-2022 15:18";13201;0;26;0;NA;"Puente Alto";50;"Hombre";NA;"Puente Alto";"Falta de politicas o proteccion efectiva frente a la violencia"
628;"14-03-2022 15:19";13201;0;28;0;NA;"Puente Alto";50;"Hombre";NA;"Puente Alto";"Falta de politicas o proteccion efectiva frente a la violencia"
629;"15-03-2022 12:22";13120;1;38;0;NA;"Nunoa";50;"Mujer";NA;"Nunoa";"Falta de politicas o proteccion efectiva frente a la violencia"
630;"15-03-2022 12:43";13130;1;26;1;0;"San Miguel";15;"Mujer";"Hombre";"San Miguel";"Fomento de inseguridades o dependencia emocional"
631;"15-03-2022 13:20";13113;0;20;1;0;"La Reina";8;"Hombre";"Hombre";"La Reina";"Apropiacion de ideas u opiniones en entornos profesionales"
632;"15-03-2022 14:19";13127;1;23;1;0;"Recoleta";23;"Mujer";"Hombre";"Recoleta";"Comentarios sexuales no deseados"
633;"15-03-2022 14:37";13119;0;32;0;NA;"Maipu";50;"Hombre";NA;"Maipu";"Falta de politicas o proteccion efectiva frente a la violencia"
634;"15-03-2022 15:04";13124;0;24;1;1;"Pudahuel";21;"Hombre";"Mujer";"Pudahuel";"Destruccion de objetos personales o simbolicos"
635;"15-03-2022 18:12";13102;0;28;1;0;"Cerrillos";9;"Hombre";"Hombre";"Cerrillos";"Descalificacion constante o humillacion verbal"
636;"16-03-2022 12:00";13121;1;27;1;0;"Pedro Aguirre Cerda";15;"Mujer";"Hombre";"Pedro Aguirre Cerda";"Fomento de inseguridades o dependencia emocional"
637;"16-03-2022 12:33";13401;0;26;0;NA;"San Bernardo";50;"Hombre";NA;"San Bernardo";"Falta de politicas o proteccion efectiva frente a la violencia"
638;"16-03-2022 13:13";13119;0;29;1;0;"Maipu";33;"Hombre";"Hombre";"Maipu";"Empujones o sacudidas leves"
639;"16-03-2022 13:15";13128;0;34;1;0;"Renca";35;"Hombre";"Hombre";"Renca";"Golpes con objetos, punetazos, patadas"
640;"16-03-2022 13:18";13125;1;26;1;0;"Quilicura";15;"Mujer";"Hombre";"Quilicura";"Fomento de inseguridades o dependencia emocional"
641;"16-03-2022 13:42";13112;1;27;1;0;"La Pintana";9;"Mujer";"Hombre";"La Pintana";"Descalificacion constante o humillacion verbal"
642;"16-03-2022 13:46";13101;0;27;0;NA;"Santiago";50;"Hombre";NA;"Santiago";"Falta de politicas o proteccion efectiva frente a la violencia"
643;"16-03-2022 14:45";13101;1;35;1;0;"Santiago";42;"Mujer";"Hombre";"Santiago";"Persecucion o acoso persistente (stalking)"
644;"16-03-2022 15:25";13302;0;33;1;0;"Lampa";9;"Hombre";"Hombre";"Lampa";"Descalificacion constante o humillacion verbal"
645;"17-03-2022 12:09";13503;1;26;1;0;"Curacavi";33;"Mujer";"Hombre";"Curacavi";"Empujones o sacudidas leves"
646;"17-03-2022 12:21";13125;1;29;1;0;"Quilicura";19;"Mujer";"Hombre";"Quilicura";"Retencion o robo de bienes personales o dinero"
647;"17-03-2022 13:03";13125;1;41;1;1;"Quilicura";36;"Mujer";"Mujer";"Quilicura";"Lesiones fisicas moderadas o graves"
648;"17-03-2022 13:09";13603;0;35;0;NA;"Isla de Maipo";50;"Hombre";NA;"Isla de Maipo";"Falta de politicas o proteccion efectiva frente a la violencia"
649;"17-03-2022 13:10";13101;1;38;1;0;"Santiago";4;"Mujer";"Hombre";"Santiago";"Interrupciones o invisibilizacion en espacios publicos o laborales"
650;"17-03-2022 13:11";13125;0;29;0;NA;"Quilicura";50;"Hombre";NA;"Quilicura";"Falta de politicas o proteccion efectiva frente a la violencia"
651;"17-03-2022 13:42";13119;1;27;1;0;"Maipu";6;"Mujer";"Hombre";"Maipu";"Cosificacion o reduccion de una persona a su apariencia fisica"
652;"17-03-2022 14:30";13602;0;26;0;NA;"El Monte";50;"Hombre";NA;"El Monte";"Falta de politicas o proteccion efectiva frente a la violencia"
653;"17-03-2022 15:45";13108;1;25;1;1;"Independencia";30;"Mujer";"Mujer";"Independencia";"Acoso sexual en el trabajo o espacios educativos"
654;"17-03-2022 16:08";13123;1;25;1;0;"Providencia";23;"Mujer";"Hombre";"Providencia";"Comentarios sexuales no deseados"
655;"17-03-2022 16:52";13401;1;34;1;0;"San Bernardo";19;"Mujer";"Hombre";"San Bernardo";"Retencion o robo de bienes personales o dinero"
656;"18-03-2022 15:07";13501;0;23;0;NA;"Melipilla";50;"Hombre";NA;"Melipilla";"Falta de politicas o proteccion efectiva frente a la violencia"
657;"21-03-2022 12:26";13201;0;29;0;NA;"Puente Alto";50;"Hombre";NA;"Puente Alto";"Falta de politicas o proteccion efectiva frente a la violencia"
658;"21-03-2022 12:37";13119;1;20;1;1;"Maipu";27;"Mujer";"Mujer";"Maipu";"Relaciones sexuales sin consentimiento pleno"
659;"21-03-2022 13:27";13201;0;31;1;0;"Puente Alto";9;"Hombre";"Hombre";"Puente Alto";"Descalificacion constante o humillacion verbal"
660;"21-03-2022 16:03";13603;0;33;0;NA;"Isla de Maipo";50;"Hombre";NA;"Isla de Maipo";"Falta de politicas o proteccion efectiva frente a la violencia"
661;"22-03-2022 10:44";13122;0;35;0;NA;"Penalolen";50;"Hombre";NA;"Penalolen";"Falta de politicas o proteccion efectiva frente a la violencia"
662;"22-03-2022 13:03";13402;1;33;1;0;"Buin";42;"Mujer";"Hombre";"Buin";"Persecucion o acoso persistente (stalking)"
663;"22-03-2022 13:26";13122;0;26;0;NA;"Penalolen";50;"Hombre";NA;"Penalolen";"Falta de politicas o proteccion efectiva frente a la violencia"
664;"22-03-2022 13:59";13125;0;26;0;NA;"Quilicura";50;"Hombre";NA;"Quilicura";"Falta de politicas o proteccion efectiva frente a la violencia"
665;"22-03-2022 14:10";13404;0;26;0;NA;"Paine";50;"Hombre";NA;"Paine";"Falta de politicas o proteccion efectiva frente a la violencia"
666;"22-03-2022 14:24";13110;0;24;1;0;"La Florida";23;"Hombre";"Hombre";"La Florida";"Comentarios sexuales no deseados"
667;"22-03-2022 14:58";13131;0;19;0;NA;"San Ramon";50;"Hombre";NA;"San Ramon";"Falta de politicas o proteccion efectiva frente a la violencia"
668;"22-03-2022 15:08";13108;0;27;1;0;"Independencia";9;"Hombre";"Hombre";"Independencia";"Descalificacion constante o humillacion verbal"
669;"22-03-2022 15:21";13110;0;22;1;1;"La Florida";35;"Hombre";"Mujer";"La Florida";"Golpes con objetos, punetazos, patadas"
670;"23-03-2022 10:53";13108;0;24;0;NA;"Independencia";50;"Hombre";NA;"Independencia";"Falta de politicas o proteccion efectiva frente a la violencia"
671;"23-03-2022 12:05";13103;1;25;1;1;"Cerro Navia";35;"Mujer";"Mujer";"Cerro Navia";"Golpes con objetos, punetazos, patadas"
672;"23-03-2022 12:35";13115;0;27;0;NA;"Lo Barnechea";50;"Hombre";NA;"Lo Barnechea";"Falta de politicas o proteccion efectiva frente a la violencia"
673;"23-03-2022 12:44";13404;0;39;0;NA;"Paine";50;"Hombre";NA;"Paine";"Falta de politicas o proteccion efectiva frente a la violencia"
674;"23-03-2022 13:11";13120;1;33;1;1;"Nunoa";27;"Mujer";"Mujer";"Nunoa";"Relaciones sexuales sin consentimiento pleno"
675;"23-03-2022 13:16";13114;1;25;1;0;"Las Condes";23;"Mujer";"Hombre";"Las Condes";"Comentarios sexuales no deseados"
676;"23-03-2022 14:03";13401;1;32;1;1;"San Bernardo";4;"Mujer";"Mujer";"San Bernardo";"Interrupciones o invisibilizacion en espacios publicos o laborales"
677;"23-03-2022 14:34";13122;1;24;1;1;"Penalolen";35;"Mujer";"Mujer";"Penalolen";"Golpes con objetos, punetazos, patadas"
678;"23-03-2022 14:53";13501;0;21;1;0;"Melipilla";9;"Hombre";"Hombre";"Melipilla";"Descalificacion constante o humillacion verbal"
679;"23-03-2022 14:55";13105;1;27;1;0;"El Bosque";1;"Mujer";"Hombre";"El Bosque";"Lenguaje discriminatorio (sexista, racista, homofobico, etc.)"
680;"23-03-2022 15:05";13401;1;24;1;0;"San Bernardo";23;"Mujer";"Hombre";"San Bernardo";"Comentarios sexuales no deseados"
681;"23-03-2022 15:10";13113;1;27;1;0;"La Reina";14;"Mujer";"Hombre";"La Reina";"Desvalorizacion de logros o capacidades personales"
682;"23-03-2022 15:38";13101;0;22;0;NA;"Santiago";50;"Hombre";NA;"Santiago";"Falta de politicas o proteccion efectiva frente a la violencia"
683;"23-03-2022 16:09";13102;1;29;1;1;"Cerrillos";35;"Mujer";"Mujer";"Cerrillos";"Golpes con objetos, punetazos, patadas"
684;"23-03-2022 16:21";13115;1;21;1;0;"Lo Barnechea";10;"Mujer";"Hombre";"Lo Barnechea";"Manipulacion emocional o gaslighting"
685;"23-03-2022 16:22";13107;1;31;1;0;"Huechuraba";14;"Mujer";"Hombre";"Huechuraba";"Desvalorizacion de logros o capacidades personales"
686;"24-03-2022 12:19";13119;0;31;0;NA;"Maipu";50;"Hombre";NA;"Maipu";"Falta de politicas o proteccion efectiva frente a la violencia"
687;"24-03-2022 13:32";13105;0;33;0;NA;"El Bosque";50;"Hombre";NA;"El Bosque";"Falta de politicas o proteccion efectiva frente a la violencia"
688;"24-03-2022 13:34";13106;1;26;1;0;"Estacion Central";19;"Mujer";"Hombre";"Estacion Central";"Retencion o robo de bienes personales o dinero"
689;"24-03-2022 13:57";13605;1;23;0;NA;"Penaflor";50;"Mujer";NA;"Penaflor";"Falta de politicas o proteccion efectiva frente a la violencia"
690;"24-03-2022 14:29";13109;1;26;1;0;"La Cisterna";34;"Mujer";"Hombre";"La Cisterna";"Bofetadas, tirones de cabello o rasgunos"
691;"24-03-2022 14:39";13105;0;19;0;NA;"El Bosque";50;"Hombre";NA;"El Bosque";"Falta de politicas o proteccion efectiva frente a la violencia"
692;"24-03-2022 15:39";13104;1;25;1;1;"Conchali";35;"Mujer";"Mujer";"Conchali";"Golpes con objetos, punetazos, patadas"
693;"25-03-2022 11:12";13303;0;33;0;NA;"Tiltil";50;"Hombre";NA;"Tiltil";"Falta de politicas o proteccion efectiva frente a la violencia"
694;"25-03-2022 14:37";13601;0;28;1;0;"Talagante";33;"Hombre";"Hombre";"Talagante";"Empujones o sacudidas leves"
695;"25-03-2022 18:40";13125;0;20;1;0;"Quilicura";26;"Hombre";"Hombre";"Quilicura";"Presion o chantaje para relaciones sexuales"
696;"28-03-2022 13:44";13401;1;20;1;1;"San Bernardo";27;"Mujer";"Mujer";"San Bernardo";"Relaciones sexuales sin consentimiento pleno"
697;"28-03-2022 14:21";13112;1;23;1;0;"La Pintana";23;"Mujer";"Hombre";"La Pintana";"Comentarios sexuales no deseados"
698;"28-03-2022 16:11";13131;0;25;0;NA;"San Ramon";50;"Hombre";NA;"San Ramon";"Falta de politicas o proteccion efectiva frente a la violencia"
699;"28-03-2022 16:30";13119;1;25;1;0;"Maipu";23;"Mujer";"Hombre";"Maipu";"Comentarios sexuales no deseados"
700;"29-03-2022 11:46";13105;0;23;1;0;"El Bosque";23;"Hombre";"Hombre";"El Bosque";"Comentarios sexuales no deseados"
701;"29-03-2022 12:21";13120;0;21;0;NA;"Nunoa";50;"Hombre";NA;"Nunoa";"Falta de politicas o proteccion efectiva frente a la violencia"
702;"29-03-2022 13:10";13106;0;29;0;NA;"Estacion Central";50;"Hombre";NA;"Estacion Central";"Falta de politicas o proteccion efectiva frente a la violencia"
703;"29-03-2022 13:18";13402;0;27;0;NA;"Buin";50;"Hombre";NA;"Buin";"Falta de politicas o proteccion efectiva frente a la violencia"
704;"29-03-2022 14:16";13402;1;24;1;1;"Buin";30;"Mujer";"Mujer";"Buin";"Acoso sexual en el trabajo o espacios educativos"
705;"29-03-2022 14:16";13201;1;20;1;0;"Puente Alto";10;"Mujer";"Hombre";"Puente Alto";"Manipulacion emocional o gaslighting"
706;"29-03-2022 14:50";13122;1;37;1;0;"Penalolen";42;"Mujer";"Hombre";"Penalolen";"Persecucion o acoso persistente (stalking)"
707;"29-03-2022 14:59";13112;1;34;1;0;"La Pintana";33;"Mujer";"Hombre";"La Pintana";"Empujones o sacudidas leves"
708;"29-03-2022 15:56";13120;1;19;1;0;"Nunoa";23;"Mujer";"Hombre";"Nunoa";"Comentarios sexuales no deseados"
709;"30-03-2022 10:56";13127;0;24;1;1;"Recoleta";21;"Hombre";"Mujer";"Recoleta";"Destruccion de objetos personales o simbolicos"
710;"30-03-2022 11:06";13118;0;24;0;NA;"Macul";50;"Hombre";NA;"Macul";"Falta de politicas o proteccion efectiva frente a la violencia"
711;"30-03-2022 11:12";13302;1;25;0;NA;"Lampa";50;"Mujer";NA;"Lampa";"Falta de politicas o proteccion efectiva frente a la violencia"
712;"30-03-2022 12:32";13119;1;26;1;0;"Maipu";14;"Mujer";"Hombre";"Maipu";"Desvalorizacion de logros o capacidades personales"
713;"30-03-2022 13:50";13119;0;22;1;1;"Maipu";21;"Hombre";"Mujer";"Maipu";"Destruccion de objetos personales o simbolicos"
714;"30-03-2022 14:16";13109;1;28;1;0;"La Cisterna";2;"Mujer";"Hombre";"La Cisterna";"Chistes, burlas o memes ofensivos sobre genero o identidad"
715;"30-03-2022 14:17";13102;0;32;0;NA;"Cerrillos";47;"Hombre";NA;"Cerrillos";"Trato deshumanizante en servicios publicos o de salud"
716;"30-03-2022 15:12";13110;1;21;1;0;"La Florida";10;"Mujer";"Hombre";"La Florida";"Manipulacion emocional o gaslighting"
717;"30-03-2022 15:50";13103;0;24;0;NA;"Cerro Navia";50;"Hombre";NA;"Cerro Navia";"Falta de politicas o proteccion efectiva frente a la violencia"
718;"30-03-2022 17:19";13119;1;19;1;0;"Maipu";23;"Mujer";"Hombre";"Maipu";"Comentarios sexuales no deseados"
719;"31-03-2022 12:13";13124;0;28;0;NA;"Pudahuel";50;"Hombre";NA;"Pudahuel";"Falta de politicas o proteccion efectiva frente a la violencia"
720;"31-03-2022 13:44";13116;0;18;0;NA;"Lo Espejo";50;"Hombre";NA;"Lo Espejo";"Falta de politicas o proteccion efectiva frente a la violencia"
721;"31-03-2022 13:51";13125;1;23;1;1;"Quilicura";35;"Mujer";"Mujer";"Quilicura";"Golpes con objetos, punetazos, patadas"
722;"31-03-2022 13:51";13128;0;31;0;NA;"Renca";50;"Hombre";NA;"Renca";"Falta de politicas o proteccion efectiva frente a la violencia"
723;"31-03-2022 14:20";13110;1;28;1;0;"La Florida";2;"Mujer";"Hombre";"La Florida";"Chistes, burlas o memes ofensivos sobre genero o identidad"
724;"31-03-2022 14:54";13122;0;29;0;NA;"Penalolen";50;"Hombre";NA;"Penalolen";"Falta de politicas o proteccion efectiva frente a la violencia"
725;"31-03-2022 16:33";13101;0;39;1;0;"Santiago";4;"Hombre";"Hombre";"Santiago";"Interrupciones o invisibilizacion en espacios publicos o laborales"
726;"01-04-2022 15:08";13114;2;26;0;NA;"Las Condes";14;"Otro";NA;"Las Condes";"Desvalorizacion de logros o capacidades personales"
727;"01-04-2022 15:29";13101;1;21;0;NA;"Santiago";50;"Mujer";NA;"Santiago";"Falta de politicas o proteccion efectiva frente a la violencia"
728;"03-04-2022 12:29";13302;1;27;0;NA;"Lampa";50;"Mujer";NA;"Lampa";"Falta de politicas o proteccion efectiva frente a la violencia"
729;"04-04-2022 14:14";13119;1;19;1;1;"Maipu";27;"Mujer";"Mujer";"Maipu";"Relaciones sexuales sin consentimiento pleno"
730;"04-04-2022 14:35";13109;1;21;1;0;"La Cisterna";10;"Mujer";"Hombre";"La Cisterna";"Manipulacion emocional o gaslighting"
731;"04-04-2022 15:35";13124;0;27;0;NA;"Pudahuel";50;"Hombre";NA;"Pudahuel";"Falta de politicas o proteccion efectiva frente a la violencia"
732;"05-04-2022 12:25";13601;1;28;1;0;"Talagante";14;"Mujer";"Hombre";"Talagante";"Desvalorizacion de logros o capacidades personales"
733;"05-04-2022 12:33";13201;0;32;0;NA;"Puente Alto";47;"Hombre";NA;"Puente Alto";"Trato deshumanizante en servicios publicos o de salud"
734;"05-04-2022 12:58";13117;1;20;1;0;"Lo Prado";10;"Mujer";"Hombre";"Lo Prado";"Manipulacion emocional o gaslighting"
735;"05-04-2022 13:09";13127;1;25;1;1;"Recoleta";35;"Mujer";"Mujer";"Recoleta";"Golpes con objetos, punetazos, patadas"
736;"05-04-2022 14:01";13201;0;26;1;0;"Puente Alto";33;"Hombre";"Hombre";"Puente Alto";"Empujones o sacudidas leves"
737;"05-04-2022 14:12";13112;0;20;0;NA;"La Pintana";50;"Hombre";NA;"La Pintana";"Falta de politicas o proteccion efectiva frente a la violencia"
738;"05-04-2022 15:11";13130;1;22;1;0;"San Miguel";23;"Mujer";"Hombre";"San Miguel";"Comentarios sexuales no deseados"
739;"05-04-2022 15:22";13126;1;33;1;0;"Quinta Normal";42;"Mujer";"Hombre";"Quinta Normal";"Persecucion o acoso persistente (stalking)"
740;"06-04-2022 13:26";13501;1;23;1;1;"Melipilla";6;"Mujer";"Mujer";"Melipilla";"Cosificacion o reduccion de una persona a su apariencia fisica"
741;"06-04-2022 13:31";13124;1;24;0;NA;"Pudahuel";50;"Mujer";NA;"Pudahuel";"Falta de politicas o proteccion efectiva frente a la violencia"
742;"06-04-2022 14:34";13301;1;31;1;1;"Colina";35;"Mujer";"Mujer";"Colina";"Golpes con objetos, punetazos, patadas"
743;"06-04-2022 14:35";13605;0;34;0;NA;"Penaflor";50;"Hombre";NA;"Penaflor";"Falta de politicas o proteccion efectiva frente a la violencia"
